"id","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","y","Land","log_y","log_x1","log_x2","log_x5","log_x11","log_x17","log_x18"
1,201456.3,12704,0,100,6.30683215,962.5,90493.75,56768.75,50,1062.5,33131.25,0,18987.5,0,0,227.967358,19367,15550,79,"FINLAND",130.97,"FINLAND",4.87496828934131,12.2133277633993,9.44967218348692,1.84163351404055,10.408262407265,9.87137749861789,9.65188022422134
2,47600,1045,79.18,20.82,2.19586345,0,31218.75,12143.75,0,1231.25,1956.25,0,1050,0,0,350.182435,1147,907,91.6000032,"SWEDEN",15.15,"SWEDEN",2.71800053195538,10.7705880402195,6.95177216439891,0.786575340475335,7.57929570578802,7.04577657687951,6.81124437860129
3,3142212.5,51816,57.22,42.78,1.64908617,174131.25,1657675,719143.75,132393.75,132600,84325,40731.25,198200,0,3012.5,507.281134,49283,38939,91.5661102,"SWEDEN",890.08,"SWEDEN",6.79131134632698,14.9604377275922,10.8554542608628,0.500221298124844,11.3424455187389,10.8053547637446,10.5697772789262
4,336500,46058,28.13,71.87,13.690664,7387.5,202606.25,68675,487.5,150,42193.75,0,12675,0,2325,567.565978,24747,19553,91.6000032,"SWEDEN",1346.24708,"SWEDEN",7.20507605948032,12.7263534280669,10.737656750808,2.61671414068076,10.6500510847019,10.1164999566509,9.88093514806562
5,89275,206029,92.07,7.93,230.734349,0,23962.5,36625,0,193.75,25262.5,0,331.25,0,2900,346.444776,14767,11857,79,"FINLAND",576.5275,"FINLAND",6.3570230402193,11.3994767724626,12.2357722145626,5.44126704443041,10.1371159452926,9.60021795674263,9.38075802426731
6,103956.3,4471,2.67,97.33,4.30074894,1162.5,70512.5,17793.75,0,0,10031.25,0,4456.25,0,0,184.857174,5883,4649,91.6000032,"SWEDEN",43.2525,"SWEDEN",3.76705503517554,11.5517258975103,8.40536737623398,1.45878917962634,9.21356018281738,8.67999208172133,8.4446224985814
7,1194537.5,832854,55.89,44.11,69.7218798,23043.75,45687.5,51500,173406.25,4981.25,848975,0,36900,0,10043.75,424.609738,810673,492596,87.6264406,"MISSING",14543.6475,NA,9.58490957932486,13.9932696391439,13.6326136356793,4.2445141824226,13.6517861963427,13.6056212794118,13.107446674516
8,977287.5,1363105,75.82,24.18,139.478403,14812.5,29662.5,24418.75,113437.5,2287.5,725975,0,38300,0,28393.75,160.641604,693624,423994,89.1999981,"MISSING",5383.83,NA,8.59115529578891,13.7925361559044,14.1252757436617,4.9379097720717,13.4952722354093,13.4496867476282,12.9574769416917
9,158193.8,102079,45.69,54.31,64.5278337,1087.5,8781.25,8712.5,1225,1956.25,124343.75,0,10318.75,0,1768.75,176.954596,400891,68099,88.6000013,"MISSING",1662.735,NA,7.41621911592402,11.9715761426501,11.5335023022924,4.16709666095189,11.7308132287987,12.9014473433305,11.1287324921376
10,1616431.3,3479051,88.12,11.88,215.230372,14331.25,39193.75,44450,19500,7500,1293218.75,0,90637.5,0,107600,237.123309,4109321,707976,88.6241735,"MISSING",26365.275,NA,10.1798030824051,14.2957313760178,15.0622701134115,5.37170895215818,14.0726455969098,15.2287686093608,13.4701668862725
11,959356.3,768897,61.77,38.23,80.147182,11018.75,17750,49212.5,31993.75,1531.25,803068.75,0,22762.5,0,22018.75,594.138285,2606279,442723,88.6000013,"MISSING",34209.8925,NA,10.4402701356107,13.7740178177111,13.5527122993349,4.38386471936074,13.596196850925,14.7734344752544,13.000701830036
12,312093.8,30626,23.67,76.33,9.813077,14800,93343.75,75462.5,30675,2056.25,64525,0,30781.25,0,450,466.233339,10952,10612,70.2,"MISSING",2764.885,NA,7.92475432177142,12.6510590626338,10.3296046003752,2.2837158839275,11.0748235223358,9.30136867032375,9.26983494376182
13,825931.3,619662,86.45,13.55,75.0258572,54475,172775,163993.75,77806.25,3818.75,316243.75,0,19725,0,17093.75,308.723403,54868,53162,70.2,"MISSING",3844.0225,NA,8.25427462335089,13.6242668771313,13.3369294470765,4.31783281678598,12.6642717180956,10.9127038049917,10.8811179446435
14,516362.5,59584,40.11,59.89,11.5391803,55306.25,68206.25,120981.25,44143.75,4768.75,181400,0,40037.5,0,1518.75,87.6256812,30965,30028,70.0681519,"MISSING",772.9725,NA,6.65024347227542,13.1545643171923,10.9951423606367,2.44574822736128,12.1084653293271,10.3406451073768,10.3099188603896
15,1068368.8,310930,71.72,28.28,29.1032474,10631.25,389887.5,443343.75,68.75,21931.25,149687.5,0,43637.5,0,9181.25,388.028675,87182,70000,78.9984207,"MISSING",1789.6675,NA,7.48978512739041,13.8816435572457,12.6473230854411,3.37084976245296,11.9163117471496,11.3757646367626,11.1562648066437
16,760450,143333,52.99,47.01,18.848445,1587.5,469756.25,122375,93.75,2112.5,58025,0,105518.75,0,981.25,477.687374,33769,27114,79,"MISSING",4153.1925,NA,8.33163259459121,13.5416656423005,11.8729258734175,2.93643041712255,10.968646464945,10.4273281133796,10.2078423592752
17,1077412.5,990629,91.03,8.97,91.9451928,4368.75,496075,295881.25,450,6125,132293.75,0,117106.25,0,25112.5,207.23119,77069,61884,78.8319812,"MISSING",1496.0075,NA,7.31055517189084,13.8900728911661,13.8060953738945,4.52119266909638,11.792787666776,11.252469378772,11.0330331029741
18,458031.3,367640,72.35,27.65,80.2652657,16256.25,27931.25,62787.5,45462.5,1137.5,283850,0,10643.75,0,9962.5,806.704166,77558,67587,57.1001365,"MISSING",5776.84,NA,8.66161209936172,13.0346928013726,12.814859477472,4.38533697071058,12.5562047315802,11.2587942160295,11.1211857314805
19,552262.5,174330,37.41,62.59,31.5665105,12856.25,122825,65043.75,47243.75,1656.25,280062.5,0,19237.5,0,3337.5,661.87627,49426,48187,64.4210711,"MISSING",6915.9425,NA,8.84158453271425,13.2217787557025,12.0687053337373,3.45209676431,12.5427716421537,10.8082521125717,10.7828653063867
20,650962.5,102438,49.41,50.59,15.7363903,40675,225675,128750,38025,2475,167481.25,0,44375,0,3506.25,632.883743,24986,25730,65.6000016,"MISSING",7123.3275,NA,8.87113024073974,13.3862073158449,11.5370130164993,2.75597588377866,12.0286326544828,10.1261109686035,10.1554517696585
21,2557943.8,2513594,63.57,36.43,98.2661953,60562.5,293281.25,286006.25,270837.5,9606.25,1537606.25,0,68443.75,0,31600,313.934137,1419003,532199,49.0575647,"MISSING",15308.785,NA,9.63618212560707,14.7547142905903,14.737224159466,4.58768007482417,14.2457380323275,14.1654657750247,13.1847746375257
22,524762.5,222175,57.45,42.55,42.3382006,23112.5,23156.25,33162.5,18068.75,1962.5,408493.75,0,15875,0,931.25,472.577436,43796,37597,13.3068301,"MISSING",4166.585,NA,8.3348520344302,13.1707010582662,12.3112206386067,3.74568976598453,12.9202343413024,10.6873206008681,10.5347061364739
